Gene stable ID,Drosophila melanogaster - (Fruit fly) gene name,Drosophila melanogaster - (Fruit fly) gene stable ID,"Drosophila melanogaster - (Fruit fly) orthology confidence [0 low, 1 high]",Drosophila melanogaster - (Fruit fly) homology type
LOC4817423,Nepl7,FBgn0032442,1,ortholog_one2one
LOC4803930,qkr54B,FBgn0022987,1,ortholog_one2one
LOC4803232,CG31373,FBgn0051373,1,ortholog_one2one
LOC4815497,RpL17,FBgn0029897,0,ortholog_one2one
LOC4802698,BckdhA,FBgn0037709,1,ortholog_one2one
LOC4817774,GluRIIC,FBgn0046113,1,ortholog_one2one
LOC117185676,CG15548,FBgn0039812,1,ortholog_one2one
LOC4802527,CG44098,FBgn0264907,1,ortholog_one2one
LOC6901408,svr,FBgn0004648,1,ortholog_one2one
LOC6898406,KCNQ,FBgn0033494,1,ortholog_one2one
LOC4817408,CG10570,FBgn0040992,1,ortholog_one2one
LOC26533384,CG13358,FBgn0026874,1,ortholog_one2one
LOC4811876,CG11537,FBgn0035400,1,ortholog_one2one
LOC4803304,CG12278,FBgn0038847,1,ortholog_one2one
LOC13036441,knk,FBgn0001321,1,ortholog_one2one
LOC4811834,Mulk,FBgn0260750,0,ortholog_one2one
LOC4801642,CG9922,FBgn0038196,1,ortholog_one2one
LOC4815071,CHOp24,FBgn0029709,1,ortholog_one2one
LOC4817937,Agpat2,FBgn0026718,1,ortholog_one2one
LOC4816025,Arp6,FBgn0011741,1,ortholog_one2one
LOC4812387,Pex16,FBgn0037019,1,ortholog_one2one
LOC6901420,CG10352,FBgn0030348,1,ortholog_one2one
LOC4814453,CG7332,FBgn0030973,1,ortholog_one2one
LOC6898980,CG8547,FBgn0033919,1,ortholog_one2one
LOC4817777,ninaA,FBgn0002936,1,ortholog_one2one
LOC4801968,Vps16B,FBgn0039702,1,ortholog_one2one
LOC4814107,CG1246,FBgn0035360,1,ortholog_one2one
LOC6898338,CG13321,FBgn0033787,1,ortholog_one2one
LOC4813921,CG32436,FBgn0052436,1,ortholog_one2one
LOC4800742,CG5500,FBgn0039461,1,ortholog_one2one
LOC6897425,CG8036,FBgn0037607,0,ortholog_one2one
LOC4800333,dco,FBgn0002413,1,ortholog_one2one
LOC4816500,UK114,FBgn0086691,1,ortholog_one2one
LOC4814819,Mnt,FBgn0023215,1,ortholog_one2one
LOC4814731,Tcs4,FBgn0031060,1,ortholog_one2one
LOC4814568,Ork1,FBgn0017561,0,ortholog_one2one
LOC4813071,Syx13,FBgn0036341,1,ortholog_one2one
LOC4815429,CG3655,FBgn0040397,1,ortholog_one2one
LOC4803514,DCP1,FBgn0034921,1,ortholog_one2one
LOC4812773,Cpr78E,FBgn0037114,1,ortholog_one2one
LOC6897916,Xport-B,FBgn0260234,1,ortholog_one2one
LOC4815990,CG3184,FBgn0029892,1,ortholog_one2one
LOC4804821,CG30116,FBgn0028496,1,ortholog_one2one
LOC4813700,CG18581,FBgn0036466,1,ortholog_one2one
LOC6901846,Fum1,FBgn0286222,1,ortholog_one2one
LOC4801909,Osi1,FBgn0037406,1,ortholog_one2one
LOC6900899,rogdi,FBgn0036697,1,ortholog_one2one
LOC4801280,Osi22,FBgn0038133,1,ortholog_one2one
LOC4804571,CNT2,FBgn0025709,1,ortholog_one2one
LOC4811988,Hem,FBgn0011771,0,ortholog_one2one
LOC4805485,beta4GalNAcTA,FBgn0027538,1,ortholog_one2one
LOC15382901,ND-51L1,FBgn0034251,1,ortholog_one2one
LOC4812342,vsg,FBgn0045823,1,ortholog_one2one
LOC4802547,Pak3,FBgn0044826,1,ortholog_one2one
LOC4815915,OtopLc,FBgn0259150,1,ortholog_one2one
LOC4813195,CG10681,FBgn0036291,1,ortholog_one2one
LOC4817987,meng,FBgn0031855,1,ortholog_one2one
LOC4812464,Cht2,FBgn0022702,1,ortholog_one2one
LOC4805634,Asph,FBgn0034075,1,ortholog_one2one
LOC6902540,Taf10,FBgn0028398,1,ortholog_one2one
LOC4813479,Acbp4,FBgn0035742,1,ortholog_one2one
LOC6903503,Adhr,FBgn0000056,1,ortholog_one2one
LOC4805577,Pld,FBgn0286511,1,ortholog_one2one
LOC26533936,CG40498,FBgn0069969,0,ortholog_one2many
LOC4816138,CG16826,FBgn0032505,0,ortholog_one2one
LOC6897044,betaTub97EF,FBgn0003890,1,ortholog_one2one
LOC4813819,CG7560,FBgn0036157,1,ortholog_one2one
LOC6901051,mia,FBgn0014342,0,ortholog_one2one
LOC4814776,schlank,FBgn0040918,1,ortholog_one2one
LOC6899545,mbl,FBgn0265487,1,ortholog_one2one
LOC6897446,abd-A,FBgn0000014,1,ortholog_one2one
LOC4803955,vir,FBgn0003977,1,ortholog_one2one
LOC4817122,Ipk2,FBgn0031267,1,ortholog_one2one
LOC4816447,CG3793,FBgn0028507,1,ortholog_one2one
LOC6897557,CG42724,FBgn0261641,1,ortholog_one2one
LOC4805545,CG4286,FBgn0034601,1,ortholog_one2one
LOC4802239,CG12320,FBgn0038590,1,ortholog_one2one
LOC4817604,Tfb4,FBgn0031309,1,ortholog_one2one
LOC4813772,galla-2,FBgn0036107,1,ortholog_one2one
LOC4813248,CG32099,FBgn0052099,1,ortholog_one2one
LOC4802170,crb,FBgn0259685,1,ortholog_one2one
LOC6901422,CG14408,FBgn0030581,0,ortholog_one2one
LOC4813952,Afg3l2,FBgn0036702,1,ortholog_one2many
LOC6901206,wcy,FBgn0030812,1,ortholog_one2one
LOC4816582,Tsp39D,FBgn0032943,1,ortholog_one2one
LOC4813463,CG17233,FBgn0036958,1,ortholog_one2one
LOC6901266,CG32795,FBgn0040384,1,ortholog_one2one
LOC4803243,CG11703,FBgn0038690,0,ortholog_one2one
LOC4804016,pcs,FBgn0033988,0,ortholog_one2one
LOC117184953,SsRbeta,FBgn0011016,0,ortholog_one2many
LOC4812678,Mo25,FBgn0017572,1,ortholog_one2one
LOC4814720,Ahcy,FBgn0014455,1,ortholog_one2one
LOC4802140,Jhbp12,FBgn0039203,1,ortholog_one2one
LOC6900880,rgn,FBgn0261258,1,ortholog_one2one
LOC4814561,Paics,FBgn0020513,0,ortholog_one2one
LOC6902920,baf,FBgn0031977,1,ortholog_one2many
LOC4804149,Hsf,FBgn0001222,1,ortholog_one2one
LOC4805737,Vha14-1,FBgn0262512,1,ortholog_one2one
LOC4802269,Ccp84Ag,FBgn0004777,1,ortholog_one2one
LOC4800921,CG7031,FBgn0039027,1,ortholog_one2one
LOC4813152,CG14153,FBgn0036094,1,ortholog_one2one
LOC4812945,CG7320,FBgn0036782,1,ortholog_one2one
LOC4815174,run,FBgn0003300,1,ortholog_one2one
LOC4815183,CG15373,FBgn0030889,1,ortholog_one2one
LOC4801473,CG7080,FBgn0038941,1,ortholog_one2one
LOC6897993,CG34286,FBgn0085315,1,ortholog_one2one
LOC4817491,CG5888,FBgn0028523,1,ortholog_one2one
LOC4814505,Ir7a,FBgn0029961,1,ortholog_one2one
LOC4815376,Appl,FBgn0000108,1,ortholog_one2one
LOC4803522,kcc,FBgn0261794,1,ortholog_one2one
LOC4802702,CG16790,FBgn0037713,1,ortholog_one2one
LOC4813873,CG4069,FBgn0036301,1,ortholog_one2one
LOC4815843,CG14212,FBgn0031045,1,ortholog_one2one
LOC4816000,Scgdelta,FBgn0025391,1,ortholog_one2one
LOC4803394,Nxt1,FBgn0028411,1,ortholog_one2one
LOC26533486,CG33282,FBgn0053282,1,ortholog_one2many
LOC4802940,Obp84a,FBgn0011282,1,ortholog_one2one
LOC4812847,CG6885,FBgn0036810,1,ortholog_one2one
LOC4816812,Cyp28d2,FBgn0031688,1,ortholog_one2many
LOC4816812,Cyp28d1,FBgn0031689,1,ortholog_one2many
LOC6903853,Tsp42Er,FBgn0033139,1,ortholog_one2one
LOC4813377,Polr3D,FBgn0036775,1,ortholog_one2one
LOC4800660,tau,FBgn0266579,1,ortholog_one2one
LOC4804073,5-HT1A,FBgn0004168,1,ortholog_one2one
LOC4801525,Nagk,FBgn0038321,1,ortholog_one2one
LOC4803229,CG14689,FBgn0037826,1,ortholog_many2many
LOC4803229,CG31391,FBgn0051391,0,ortholog_many2many
LOC4803229,CG31467,FBgn0051467,0,ortholog_many2many
LOC6896831,CG13380,FBgn0036799,0,ortholog_one2many
LOC4802951,CG31496,FBgn0051496,1,ortholog_one2one
LOC6898189,CG42379,FBgn0259725,0,ortholog_one2one
LOC4815991,nonC,FBgn0263968,1,ortholog_one2one
LOC4803308,peg,FBgn0046763,1,ortholog_one2one
LOC4816089,AgmNAT,FBgn0029813,0,ortholog_one2one
LOC4803259,Aptx,FBgn0038704,1,ortholog_one2one
LOC4803195,RpL24-like,FBgn0037899,1,ortholog_one2one
LOC6900854,Grl62a,FBgn0259703,1,ortholog_one2one
LOC4812045,mad2,FBgn0035640,1,ortholog_one2many
LOC4815447,LIMK1,FBgn0283712,1,ortholog_one2one
LOC4816648,Eogt,FBgn0264672,1,ortholog_one2one
LOC4802512,opa,FBgn0003002,1,ortholog_one2one
LOC4802289,Neurochondrin,FBgn0037447,1,ortholog_one2one
LOC4801288,CG31121,FBgn0051121,1,ortholog_one2one
LOC4803882,CG17385,FBgn0033934,1,ortholog_one2one
LOC26532064,Klp3A,FBgn0011606,1,ortholog_one2many
LOC4817829,Trmt6,FBgn0031832,1,ortholog_one2one
LOC4802429,Snm1,FBgn0037338,1,ortholog_one2one
LOC4817476,CG15414,FBgn0031542,1,ortholog_one2one
LOC4813538,CG14565,FBgn0037129,1,ortholog_one2one
LOC4804284,CG10904,FBgn0034945,1,ortholog_one2one
LOC4803029,hyx,FBgn0037657,1,ortholog_one2one
LOC4812059,loaf,FBgn0036202,1,ortholog_one2one
LOC4805221,CG30278,FBgn0050278,1,ortholog_one2one
LOC6900700,CG13727,FBgn0036711,1,ortholog_one2one
LOC4804968,CG13872,FBgn0034477,1,ortholog_one2one
LOC4814894,Dlic,FBgn0030276,1,ortholog_one2many
LOC4802713,Nep2,FBgn0027570,1,ortholog_one2one
LOC4817737,Cyp303a1,FBgn0001992,1,ortholog_one2one
LOC4801841,CG6005,FBgn0038672,1,ortholog_one2one
LOC4814351,pkm,FBgn0030317,0,ortholog_one2one
LOC6898085,Spn42Da,FBgn0265137,1,ortholog_one2one
LOC6902491,indra,FBgn0035213,0,ortholog_one2many
LOC4800289,CG15528,FBgn0039742,1,ortholog_one2one
LOC26532482,CG42655,FBgn0261507,1,ortholog_one2one
LOC4804017,CG7639,FBgn0033989,0,ortholog_one2one
LOC6899812,Dyrk3,FBgn0027101,0,ortholog_one2one
LOC4800335,Sox100B,FBgn0024288,1,ortholog_one2one
LOC4815614,CG4768,FBgn0030790,1,ortholog_one2one
LOC4817564,Or33a,FBgn0026392,1,ortholog_one2one
LOC4805059,CG8738,FBgn0033321,1,ortholog_one2one
LOC4805548,CG13869,FBgn0034486,1,ortholog_one2one
LOC6902957,Cap-D2,FBgn0039680,0,ortholog_one2many
LOC117183207,CG43055,FBgn0262357,0,ortholog_many2many
LOC117183207,Sfp24F,FBgn0259958,0,ortholog_many2many
LOC6902631,CG12112,FBgn0030048,0,ortholog_one2many
LOC4803887,Obp50d,FBgn0050074,1,ortholog_one2one
LOC4812730,S-Lap1,FBgn0035915,1,ortholog_one2one
LOC4803718,LS2,FBgn0034834,1,ortholog_one2one
LOC4815182,CG12531,FBgn0031064,1,ortholog_one2one
LOC4815628,CG3842,FBgn0029866,1,ortholog_one2one
LOC6898868,Nt5c,FBgn0033426,1,ortholog_one2one
LOC4812715,Prm,FBgn0003149,1,ortholog_one2one
LOC4801575,Pli,FBgn0025574,1,ortholog_one2one
LOC4804557,sut4,FBgn0028560,1,ortholog_one2many
LOC4804625,MED8,FBgn0034503,1,ortholog_one2one
LOC4801768,CG18428,FBgn0039149,1,ortholog_one2one
LOC6902841,CG34176,FBgn0085205,1,ortholog_one2one
LOC4813609,Or67c,FBgn0036078,1,ortholog_one2one
LOC4817378,CG3513,FBgn0031559,1,ortholog_one2one
LOC4801616,MetRS-m,FBgn0027083,1,ortholog_one2one
LOC4816841,CG4270,FBgn0031407,1,ortholog_one2one
LOC4813151,CG32066,FBgn0052066,1,ortholog_one2one
LOC4816077,CG11378,FBgn0040364,1,ortholog_one2one
LOC117184543,Sumo,FBgn0264922,0,ortholog_one2many
LOC6901137,CG16824,FBgn0040973,0,ortholog_one2many
LOC6901137,CG13364,FBgn0026879,0,ortholog_one2many
LOC4800295,PH4alphaPV,FBgn0051015,1,ortholog_one2one
LOC6900547,Sox21b,FBgn0042630,1,ortholog_one2one
LOC4812819,yellow-k,FBgn0036504,1,ortholog_one2one
LOC6903293,CG17328,FBgn0028895,1,ortholog_one2one
LOC117183222,mthl11,FBgn0045443,1,ortholog_one2many
LOC4805144,Smyd4-4,FBgn0027495,0,ortholog_one2one
LOC4812156,Liprin-beta,FBgn0036376,1,ortholog_one2one
LOC6898226,Sik3,FBgn0262103,1,ortholog_one2one
LOC4813473,CG8641,FBgn0035733,0,ortholog_one2one
LOC6901005,CG15760,FBgn0030508,1,ortholog_one2one
LOC4813299,ND-24L,FBgn0036706,1,ortholog_one2one
LOC4815419,CG12773,FBgn0024365,1,ortholog_one2one
LOC4804076,Cdk5,FBgn0013762,1,ortholog_one2one
LOC4812757,enc,FBgn0004875,1,ortholog_one2one
LOC4817616,CG4896,FBgn0031319,1,ortholog_many2many
LOC4817616,CG4887,FBgn0031318,1,ortholog_many2many
LOC4801252,CG31068,FBgn0051068,1,ortholog_one2one
LOC4801530,wake,FBgn0266418,1,ortholog_one2one
LOC117184524,Snp,FBgn0265192,0,ortholog_one2many
LOC6896833,CG34295,FBgn0085324,1,ortholog_one2one
LOC4814442,CG42237,FBgn0250862,1,ortholog_one2one
LOC4813771,NHP2,FBgn0029148,0,ortholog_one2one
LOC4812729,Cdc6,FBgn0035918,1,ortholog_one2one
LOC6899530,DIP-lambda,FBgn0267428,0,ortholog_one2one
LOC4813720,CG14966,FBgn0035415,1,ortholog_one2one
LOC4816560,CG9643,FBgn0031485,1,ortholog_one2one
LOC6899246,Polr3A,FBgn0030687,0,ortholog_one2one
LOC4812780,TfIIEalpha,FBgn0015828,1,ortholog_one2one
LOC4804406,Ipk1,FBgn0050295,1,ortholog_one2one
LOC4813448,geko,FBgn0020300,1,ortholog_one2one
LOC6900646,Taf2,FBgn0011836,1,ortholog_one2one
LOC4813018,eRF1,FBgn0036974,1,ortholog_one2one
LOC4816591,wb,FBgn0261563,1,ortholog_one2one
LOC13036479,CG34375,FBgn0085404,1,ortholog_one2one
LOC4814289,Set2,FBgn0030486,1,ortholog_one2one
LOC4801993,Act87E,FBgn0000046,1,ortholog_one2one
LOC4802031,5-HT2B,FBgn0261929,1,ortholog_one2one
LOC6902515,Rtnl1,FBgn0053113,1,ortholog_one2one
LOC6897413,CG14355,FBgn0038208,0,ortholog_one2many
LOC6898392,Fa2h,FBgn0050502,1,ortholog_one2one
LOC4804385,drk,FBgn0004638,1,ortholog_one2one
LOC4815963,CG11384,FBgn0040363,1,ortholog_one2one
LOC4817910,Kr-h2,FBgn0266449,1,ortholog_one2one
LOC4803709,CG9863,FBgn0034846,1,ortholog_one2one
LOC4817669,Sytalpha,FBgn0261089,1,ortholog_one2one
LOC26533670,mRpS7,FBgn0032236,0,ortholog_one2one
LOC6898177,CG30203,FBgn0050203,1,ortholog_one2one
LOC4812399,Golgin104,FBgn0036614,1,ortholog_one2one
LOC6898572,CG15109,FBgn0034416,0,ortholog_one2many
LOC4805359,CG4927,FBgn0034139,0,ortholog_one2one
LOC4801204,CG17283,FBgn0038505,1,ortholog_one2one
LOC117184109,CG41378,FBgn0085638,0,ortholog_one2one
LOC26534020,Stim,FBgn0045073,0,ortholog_one2one
LOC4802270,Ccp84Af,FBgn0004778,1,ortholog_one2one
LOC4802048,Rab23,FBgn0037364,1,ortholog_one2one
LOC4802523,Ccdc39,FBgn0037276,1,ortholog_one2one
LOC4816135,CG31636,FBgn0051636,1,ortholog_one2one
LOC4814177,Hsp22,FBgn0001223,1,ortholog_one2one
LOC6902953,ham,FBgn0045852,1,ortholog_one2one
LOC117184108,CG12547,FBgn0250830,0,ortholog_one2one
LOC4801366,His4:CG33875,FBgn0053875,0,ortholog_one2one
LOC4817486,RpL7,FBgn0005593,1,ortholog_one2one
LOC4813608,Prim2,FBgn0259676,1,ortholog_one2one
LOC4818016,CG17075,FBgn0031239,1,ortholog_one2one
LOC4811938,CG13288,FBgn0035648,1,ortholog_one2one
LOC4816525,CG5787,FBgn0032454,1,ortholog_one2one
LOC4812845,CG10584,FBgn0037045,1,ortholog_one2one
LOC6902690,CG33090,FBgn0028916,1,ortholog_one2one
LOC4813164,CG13931,FBgn0035258,1,ortholog_one2one
LOC4813763,CG5618,FBgn0036975,1,ortholog_one2one
LOC4818014,Stam,FBgn0027363,1,ortholog_one2one
LOC6903542,Akap200,FBgn0027932,1,ortholog_one2one
LOC4804604,CG10737,FBgn0034420,1,ortholog_one2many
LOC6898501,Ate1,FBgn0025720,1,ortholog_one2one
LOC4815768,Karl,FBgn0030334,1,ortholog_one2one
LOC4804180,CG8910,FBgn0025833,1,ortholog_one2one
LOC4816176,CG10631,FBgn0032817,1,ortholog_one2one
LOC4814385,CG34436,FBgn0085465,0,ortholog_one2many
LOC4814385,Ser7,FBgn0019929,1,ortholog_one2many
LOC4814385,CG34437,FBgn0085466,0,ortholog_one2many
LOC6897054,CG31076,FBgn0051076,1,ortholog_one2one
LOC6899499,eEF1beta,FBgn0028737,0,ortholog_one2many
LOC4802918,CG10068,FBgn0037473,1,ortholog_one2one
LOC4803917,Vajk4,FBgn0050101,1,ortholog_one2one
LOC4814173,Sf3b6,FBgn0035692,1,ortholog_one2one
LOC4816145,Polr1F,FBgn0042092,1,ortholog_one2one
LOC6898294,cnk,FBgn0286070,1,ortholog_one2one
LOC4803109,CG6236,FBgn0038318,1,ortholog_one2one
LOC26533299,elfless,FBgn0032660,0,ortholog_many2many
LOC26533299,CG43058,FBgn0262360,0,ortholog_many2many
LOC4801898,Osi10a,FBgn0286976,1,ortholog_one2one
LOC4802923,CG2656,FBgn0037478,1,ortholog_one2one
LOC4816708,spel1,FBgn0015546,0,ortholog_one2one
LOC4803693,Tbp,FBgn0003687,1,ortholog_one2one
LOC4813356,Zasp67,FBgn0036044,1,ortholog_one2one
LOC4814263,fu,FBgn0001079,1,ortholog_one2one
LOC4801427,dind,FBgn0286828,1,ortholog_one2one
LOC4813809,Lk,FBgn0028418,1,ortholog_one2one
LOC6900909,nwk,FBgn0263456,1,ortholog_one2one
LOC4814216,tth,FBgn0030502,0,ortholog_one2one
LOC4801971,CG11755,FBgn0037611,0,ortholog_one2one
LOC4803234,CG14684,FBgn0037824,1,ortholog_one2one
LOC5384076,AOX4,FBgn0038350,1,ortholog_many2many
LOC5384076,AOX3,FBgn0038349,1,ortholog_many2many
LOC4813253,wit,FBgn0024179,1,ortholog_one2one
LOC4800839,trus,FBgn0038055,1,ortholog_one2one
LOC4804042,CG44251,FBgn0265186,1,ortholog_one2one
LOC6898443,CG33627,FBgn0053627,1,ortholog_one2one
LOC4801407,CG8031,FBgn0038110,1,ortholog_one2one
LOC4804049,CG13326,FBgn0033794,1,ortholog_one2one
LOC4802834,HisCl1,FBgn0037950,1,ortholog_one2one
LOC4816639,NimB1,FBgn0027929,1,ortholog_one2one
LOC4812748,Or67b,FBgn0036019,0,ortholog_one2one
LOC4801937,CG1971,FBgn0039881,1,ortholog_one2one
LOC4812028,fwd,FBgn0004373,1,ortholog_one2one
LOC4811936,serp,FBgn0260653,1,ortholog_one2one
LOC6900083,Cln7,FBgn0035767,1,ortholog_one2one
LOC4817798,CG6770,FBgn0032400,1,ortholog_one2one
LOC4804392,CG13332,FBgn0033851,1,ortholog_one2one
LOC4804610,CG11906,FBgn0034425,0,ortholog_one2one
LOC26533820,CG5167,FBgn0038038,1,ortholog_one2one
LOC4812954,gnu,FBgn0001120,1,ortholog_one2one
LOC4801820,CG2150,FBgn0003065,1,ortholog_one2one
LOC4803839,robo1,FBgn0005631,1,ortholog_one2one
LOC4815125,CG15912,FBgn0029712,0,ortholog_one2one
LOC4814308,Ntf-2,FBgn0031145,1,ortholog_one2one
LOC6900857,sls,FBgn0086906,1,ortholog_one2one
LOC6901263,Arl6IP1,FBgn0038453,0,ortholog_one2many
LOC4816921,Wnt10,FBgn0031903,1,ortholog_one2one
LOC4804621,CG30428,FBgn0050428,0,ortholog_one2one
LOC4802227,CG31091,FBgn0051091,0,ortholog_one2one
LOC6898270,CG10731,FBgn0034081,1,ortholog_one2one
LOC4817969,CG1428,FBgn0032967,1,ortholog_one2one
LOC4817110,zuc,FBgn0261266,1,ortholog_one2one
LOC4800668,CG12880,FBgn0046258,1,ortholog_one2one
LOC4817903,CG14005,FBgn0031739,1,ortholog_one2one
LOC4814618,Yp3,FBgn0004047,1,ortholog_one2one
LOC26533233,CG42878,FBgn0262170,1,ortholog_one2one
LOC4800658,CG5611,FBgn0039531,1,ortholog_one2one
LOC6896712,CG7903,FBgn0039730,1,ortholog_one2one
LOC6897670,Poc1,FBgn0036354,0,ortholog_many2many
LOC4802897,CG12241,FBgn0038304,1,ortholog_one2one
LOC4817654,CG15152,FBgn0032665,1,ortholog_one2one
LOC6900437,Mp,FBgn0260660,0,ortholog_one2one
LOC4814604,cm,FBgn0000330,1,ortholog_one2one
LOC4816129,CG31635,FBgn0051635,1,ortholog_one2one
LOC4802936,Noc3,FBgn0037489,1,ortholog_one2one
LOC6901180,CG12061,FBgn0040031,1,ortholog_one2one
LOC4802291,CG9727,FBgn0037445,1,ortholog_one2one
LOC26533691,Ssu72,FBgn0031054,1,ortholog_one2one
LOC4815030,eas,FBgn0000536,1,ortholog_one2one
LOC4816634,NimB5,FBgn0028936,1,ortholog_one2one
LOC4814139,tut,FBgn0052364,1,ortholog_one2one
LOC4804054,CG15084,FBgn0034402,1,ortholog_one2one
LOC4817740,CG3164,FBgn0288229,1,ortholog_one2one
LOC4815176,Peritrophin-A,FBgn0022770,1,ortholog_one2one
LOC4815412,Ranbp21,FBgn0031051,1,ortholog_one2one
LOC4815023,CG8675,FBgn0030834,1,ortholog_one2one
LOC4803366,CG8079,FBgn0034002,1,ortholog_one2one
LOC4812594,spz5,FBgn0035379,1,ortholog_one2one
LOC4801592,puc,FBgn0243512,1,ortholog_one2one
LOC4803855,CG30274,FBgn0050274,1,ortholog_one2one
LOC4811964,PIG-C,FBgn0035435,1,ortholog_one2one
LOC4804448,CG10927,FBgn0034360,1,ortholog_one2one
LOC6902228,Nemp,FBgn0030768,1,ortholog_one2many
LOC4813006,CG32276,FBgn0047135,1,ortholog_one2one
LOC4804967,Toll-7,FBgn0034476,1,ortholog_one2one
LOC6898788,clos,FBgn0261016,1,ortholog_one2one
LOC4801829,CG14292,FBgn0038658,1,ortholog_one2one
LOC4811918,ND-B14.5AL,FBgn0037172,1,ortholog_one2one
LOC4803341,Dh31-R,FBgn0052843,1,ortholog_one2one
LOC26534253,CG7530,FBgn0038256,1,ortholog_one2one
LOC4813470,ImpL1,FBgn0001256,1,ortholog_one2one
LOC4802273,agt,FBgn0024912,1,ortholog_one2one
LOC4816953,Nak,FBgn0015772,1,ortholog_one2one
LOC4816322,gkt,FBgn0260817,1,ortholog_one2one
LOC117183281,CG16734,FBgn0037667,1,ortholog_one2many
LOC4815749,CG2200,FBgn0030447,1,ortholog_one2one
LOC6898744,CG30379,FBgn0050379,0,ortholog_one2many
LOC4814340,CG1998,FBgn0030485,0,ortholog_one2one
LOC6896840,can,FBgn0011569,0,ortholog_one2many
LOC4805226,Alp7,FBgn0034710,1,ortholog_one2one
LOC4802572,asun,FBgn0020407,1,ortholog_one2one
LOC4801201,CG5866,FBgn0038508,1,ortholog_one2one
LOC6901840,Vml,FBgn0085362,1,ortholog_one2one
LOC4803545,NKAIN,FBgn0085442,1,ortholog_one2one
LOC4812380,CG13070,FBgn0036586,1,ortholog_one2one
LOC4813386,CG13907,FBgn0035173,1,ortholog_one2one
LOC4803537,CG33672,FBgn0061360,1,ortholog_one2one
LOC4800736,CG14252,FBgn0039462,1,ortholog_one2one
LOC4801311,Dhc98D,FBgn0013813,1,ortholog_one2one
LOC6902613,barr,FBgn0014127,0,ortholog_one2many
LOC26532710,His4:CG33877,FBgn0053877,1,ortholog_one2many
LOC26532710,His4:CG33869,FBgn0053869,0,ortholog_one2many
LOC26532710,His4:CG33881,FBgn0053881,0,ortholog_one2many
LOC26532710,His4:CG33871,FBgn0053871,0,ortholog_one2many
LOC26532710,His4:CG33879,FBgn0053879,0,ortholog_one2many
LOC26532710,His4:CG31611,FBgn0051611,1,ortholog_one2many
LOC4814592,amx,FBgn0000077,1,ortholog_one2one
LOC4816019,CG11695,FBgn0030316,1,ortholog_one2one
LOC4815899,CG10804,FBgn0029663,1,ortholog_one2one
LOC4816635,gammaTub23C,FBgn0260639,1,ortholog_one2one
LOC4804574,Dbp45A,FBgn0010220,1,ortholog_one2one
LOC4802723,CG3223,FBgn0037538,1,ortholog_one2one
LOC6898965,CG42360,FBgn0259742,1,ortholog_one2one
LOC26533428,Ir7e,FBgn0259189,1,ortholog_one2one
LOC4802184,Ald1,FBgn0000064,1,ortholog_one2one
LOC4800573,CG10300,FBgn0039107,1,ortholog_one2one
LOC4801075,CG13408,FBgn0038929,1,ortholog_one2many
LOC4816680,CG2991,FBgn0031474,1,ortholog_one2one
LOC4817332,Nin,FBgn0000228,1,ortholog_one2one
LOC4816532,Cpr23B,FBgn0031467,1,ortholog_one2one
LOC4813345,Uev1A,FBgn0035601,1,ortholog_one2one
LOC4802588,KLHL18,FBgn0037978,1,ortholog_one2one
LOC6902437,Prosalpha3T,FBgn0261395,0,ortholog_one2one
LOC4812499,Cht7,FBgn0035398,1,ortholog_one2one
LOC6901443,CG6847,FBgn0030884,1,ortholog_one2one
LOC4814621,r-cup,FBgn0031142,1,ortholog_one2one
LOC26534211,CG31808,FBgn0062978,1,ortholog_one2one
LOC4813188,Sf3a2,FBgn0036314,1,ortholog_one2one
LOC6900227,CG8119,FBgn0030664,0,ortholog_one2many
LOC4814294,D2hgdh,FBgn0023507,1,ortholog_one2one
LOC6902135,e(y)3,FBgn0087008,1,ortholog_one2one
LOC6899834,Mitf,FBgn0263112,1,ortholog_one2one
LOC4801683,CG18596,FBgn0038953,1,ortholog_one2one
LOC4804323,enok,FBgn0034975,1,ortholog_one2one
LOC4802573,bor,FBgn0287225,1,ortholog_one2one
LOC4817602,MFS3,FBgn0031307,1,ortholog_one2one
LOC4801576,TfIIA-S,FBgn0013347,0,ortholog_one2one
LOC4803923,Bap55,FBgn0025716,1,ortholog_one2one
LOC4814541,CG14194,FBgn0030996,1,ortholog_one2one
LOC4803105,Tm2,FBgn0004117,1,ortholog_one2one
LOC4804861,CG12964,FBgn0034022,1,ortholog_one2one
LOC4814443,Ocrl,FBgn0023508,1,ortholog_one2one
LOC6898305,clt,FBgn0000326,0,ortholog_one2one
LOC4803037,CG11980,FBgn0037652,1,ortholog_one2one
LOC26534449,CG44622,FBgn0265833,0,ortholog_one2one
LOC4803239,CG5555,FBgn0038686,1,ortholog_one2one
LOC6896862,CG10761,FBgn0030015,0,ortholog_one2many
LOC4800509,CIA30,FBgn0039689,1,ortholog_one2one
LOC26533186,CG13674,FBgn0035858,1,ortholog_one2one
LOC4817806,Nhe1,FBgn0026787,1,ortholog_one2one
LOC4816233,Fic,FBgn0263278,1,ortholog_one2one
LOC4802860,TyrR,FBgn0038542,1,ortholog_one2one
LOC6902586,CG12511,FBgn0031729,1,ortholog_one2many
LOC4814205,CG11164,FBgn0030507,1,ortholog_one2one
LOC13036356,CG42727,FBgn0261680,1,ortholog_one2one
LOC4815643,CG13367,FBgn0025634,1,ortholog_one2one
LOC4802548,CG14882,FBgn0038429,1,ortholog_one2one
