Gene stable ID,"Drosophila pseudoobscura (Fruit fly, MV2-25) gene stable ID","Drosophila pseudoobscura (Fruit fly, MV2-25) orthology confidence [0 low, 1 high]","Drosophila pseudoobscura (Fruit fly, MV2-25) homology type",Gene name
FBgn0011227,LOC4804752,1,ortholog_one2one,ox
FBgn0031264,LOC6902807,1,ortholog_one2one,uncNacbeta
FBgn0029974,LOC4814524,1,ortholog_one2one,dpr14
FBgn0032689,LOC4817446,1,ortholog_one2one,CG10413
FBgn0034132,LOC4803787,1,ortholog_one2one,S-Lap8
FBgn0032973,LOC4817929,0,ortholog_one2one,CG6675
FBgn0027598,LOC6896689,1,ortholog_one2one,cindr
FBgn0036612,LOC4811979,1,ortholog_one2one,CG4998
FBgn0035842,LOC6897017,0,ortholog_one2many,Setx
FBgn0035842,LOC4814116,1,ortholog_one2many,Setx
FBgn0035217,LOC4814108,1,ortholog_one2one,FucTD
FBgn0031343,LOC4817638,0,ortholog_one2one,CG18131
FBgn0038058,LOC4800843,1,ortholog_one2one,CG5608
FBgn0030077,LOC6901613,1,ortholog_one2one,CG15365
FBgn0028892,LOC4816287,1,ortholog_one2one,CG4161
FBgn0085273,LOC6900626,1,ortholog_one2one,CG34244
FBgn0026597,LOC4800260,1,ortholog_one2one,Axn
FBgn0030595,LOC4815739,1,ortholog_one2one,CG14406
FBgn0263608,LOC4812393,1,ortholog_one2one,l(3)72Dr
FBgn0262685,LOC4814719,0,ortholog_many2many,CG43155
FBgn0015283,LOC4813956,1,ortholog_one2one,Rpn10
FBgn0264607,LOC26532627,0,ortholog_one2one,CaMKII
FBgn0024983,LOC4815294,1,ortholog_one2one,CG4293
FBgn0031737,LOC4818111,1,ortholog_one2one,obst-E
FBgn0037037,LOC6902933,0,ortholog_one2many,CG10588
FBgn0037037,LOC6902129,0,ortholog_one2many,CG10588
FBgn0000289,LOC4801113,0,ortholog_one2one,cg
FBgn0037166,LOC4812480,1,ortholog_one2one,CG11426
FBgn0036226,LOC117184479,0,ortholog_one2many,CG7252
FBgn0036226,LOC4813254,1,ortholog_one2many,CG7252
FBgn0030089,LOC6901560,1,ortholog_one2one,AP-1gamma
FBgn0263353,LOC4801484,1,ortholog_one2one,CG11000
FBgn0265296,LOC4813207,1,ortholog_one2one,Dscam2
FBgn0035315,LOC4813834,1,ortholog_one2one,CG8960
FBgn0038131,LOC4801282,1,ortholog_one2one,CG15888
FBgn0004852,LOC4813656,0,ortholog_one2one,Ac76E
FBgn0051921,LOC4817393,0,ortholog_one2many,CG31921
FBgn0027508,LOC4802673,1,ortholog_one2one,Tnks
FBgn0015583,LOC6902209,0,ortholog_one2many,Acp29AB
FBgn0263973,LOC4812555,1,ortholog_one2one,jv
FBgn0034850,LOC4803953,1,ortholog_one2one,CG9875
FBgn0033349,LOC4805039,1,ortholog_many2many,CG8243
FBgn0033349,LOC4816443,0,ortholog_many2many,CG8243
FBgn0033349,LOC4814208,0,ortholog_many2many,CG8243
FBgn0085411,LOC4812759,1,ortholog_one2one,CG34382
FBgn0010414,LOC6899063,1,ortholog_one2one,SerT
FBgn0033715,LOC4803664,0,ortholog_one2one,CG8490
FBgn0032751,LOC4816661,0,ortholog_one2one,CG17343
FBgn0037885,LOC4803154,1,ortholog_one2one,CG17721
FBgn0033810,LOC4804166,1,ortholog_one2one,CG4646
FBgn0031646,LOC4817444,1,ortholog_one2one,snsl
FBgn0040650,LOC4814470,0,ortholog_one2one,CG15456
FBgn0030884,LOC6901443,1,ortholog_one2one,CG6847
FBgn0034697,LOC4805706,1,ortholog_one2one,GM130
FBgn0037377,LOC4802065,1,ortholog_one2one,Hpf1
FBgn0031216,LOC4817744,1,ortholog_one2one,Zir
FBgn0039110,LOC4801559,1,ortholog_one2one,RanBP3
FBgn0036940,LOC4813736,1,ortholog_one2one,obst-J
FBgn0035271,LOC4812260,1,ortholog_one2one,CG2021
FBgn0031245,LOC4817848,1,ortholog_one2one,CG3625
FBgn0030892,LOC6900387,0,ortholog_one2one,Swt1
FBgn0033191,LOC4804910,1,ortholog_one2one,CG1598
FBgn0033482,LOC4804091,1,ortholog_one2one,CG1371
FBgn0053862,LOC117185636,1,ortholog_one2one,His2A:CG33862
FBgn0050275,LOC4803845,1,ortholog_one2one,CG30275
FBgn0032294,LOC6903460,0,ortholog_one2one,Vha16-5
FBgn0035943,LOC4812871,0,ortholog_one2one,CG5653
FBgn0026722,LOC4805001,1,ortholog_one2one,drosha
FBgn0034800,LOC6896976,0,ortholog_one2many,CG3788
FBgn0034800,LOC117184843,0,ortholog_one2many,CG3788
FBgn0034800,LOC6900363,0,ortholog_one2many,CG3788
FBgn0003513,LOC4802555,1,ortholog_one2one,ss
FBgn0051739,LOC4816837,1,ortholog_one2one,AspRS-m
FBgn0053258,LOC6900406,1,ortholog_many2many,CG33258
FBgn0053258,LOC6900424,0,ortholog_many2many,CG33258
FBgn0000299,LOC4816641,1,ortholog_one2one,Col4a1
FBgn0039137,LOC4801750,1,ortholog_one2one,Epp
FBgn0033348,LOC4805040,1,ortholog_one2one,Spt
FBgn0053252,LOC6902823,0,ortholog_one2many,CG33252
FBgn0036179,LOC4813501,1,ortholog_one2one,CG7368
FBgn0037777,LOC4800778,1,ortholog_one2one,CG11722
FBgn0036314,LOC4813188,1,ortholog_one2one,Sf3a2
FBgn0052803,LOC6901161,1,ortholog_one2one,Ldaf1
FBgn0036495,LOC6898131,0,ortholog_one2many,CG33259
FBgn0042125,LOC4817357,0,ortholog_one2many,CG18787
FBgn0037067,LOC6900874,1,ortholog_one2one,Cpr78Ca
FBgn0028408,LOC4804512,1,ortholog_one2one,Drep2
FBgn0033751,LOC4805469,1,ortholog_one2one,CG8818
FBgn0037883,LOC4803152,1,ortholog_one2one,Dph3
FBgn0003475,LOC4816598,1,ortholog_one2one,spir
FBgn0051874,LOC26532932,1,ortholog_one2one,Fum4
FBgn0039419,LOC4802185,1,ortholog_one2one,CG12290
FBgn0035290,LOC4813091,1,ortholog_one2one,dsb
FBgn0036342,LOC4813563,1,ortholog_one2one,CG11279
FBgn0038733,LOC6897994,1,ortholog_many2many,Acsx3
FBgn0038733,LOC4803281,0,ortholog_many2many,Acsx3
FBgn0045980,LOC4800424,1,ortholog_one2one,niki
FBgn0083966,LOC6897502,1,ortholog_one2one,CG34130
FBgn0260764,LOC6898601,1,ortholog_one2one,CG42562
FBgn0036106,LOC4812883,1,ortholog_one2one,CG6409
FBgn0030251,LOC4815018,1,ortholog_one2one,CG2145
FBgn0033350,LOC4805036,1,ortholog_one2one,CG8237
FBgn0039855,LOC6897051,1,ortholog_one2many,CG1638
FBgn0034828,LOC6898202,1,ortholog_one2one,CG13545
FBgn0040354,LOC6901273,1,ortholog_one2one,CG14418
FBgn0001624,LOC4814536,1,ortholog_one2one,dlg1
FBgn0067783,LOC4800298,1,ortholog_one2one,DPCoAC
FBgn0035805,LOC4813575,1,ortholog_one2one,CG7506
FBgn0085384,LOC4801574,1,ortholog_one2one,CG34355
FBgn0034730,LOC4804461,1,ortholog_one2one,ppk12
FBgn0035983,LOC4814157,1,ortholog_one2one,CG4080
FBgn0262484,LOC4816180,0,ortholog_one2many,CG43074
FBgn0020304,LOC4816860,1,ortholog_one2one,drongo
FBgn0026323,LOC4815061,1,ortholog_one2one,Tak1
FBgn0035575,LOC4812621,1,ortholog_one2one,CG7509
FBgn0004607,LOC4811776,1,ortholog_one2one,zfh2
FBgn0038531,LOC4802683,1,ortholog_one2one,CG14325
FBgn0027506,LOC4803925,1,ortholog_one2one,EDTP
FBgn0000384,LOC6902762,0,ortholog_one2one,cta
FBgn0034551,LOC6898479,1,ortholog_one2one,CG15225
FBgn0038113,LOC4801401,1,ortholog_one2one,CG11668
FBgn0036032,LOC4812367,1,ortholog_one2one,CG16711
FBgn0030343,LOC6902221,0,ortholog_one2one,ATP7
FBgn0260657,LOC6900056,1,ortholog_one2one,CG42540
FBgn0028394,LOC4817988,0,ortholog_one2one,CG17834
FBgn0085369,LOC6902968,1,ortholog_one2one,Drgx
FBgn0259209,LOC4804317,1,ortholog_one2one,Mlp60A
FBgn0032140,LOC4817471,1,ortholog_one2one,CG13117
FBgn0037368,LOC4802053,1,ortholog_one2one,CG1239
FBgn0051245,LOC4803253,1,ortholog_one2one,CG31245
FBgn0029716,LOC4815433,0,ortholog_one2one,CG3546
FBgn0029763,LOC4815572,1,ortholog_one2one,Usp16-45
FBgn0032934,LOC4816544,1,ortholog_one2one,CG8679
FBgn0031959,LOC4816949,1,ortholog_one2one,spz3
FBgn0030880,LOC117184236,0,ortholog_one2many,CG6788
FBgn0030880,LOC6903440,0,ortholog_one2many,CG6788
FBgn0030880,LOC6902906,0,ortholog_one2many,CG6788
FBgn0030880,LOC6902633,0,ortholog_one2many,CG6788
FBgn0030880,LOC6903424,0,ortholog_one2many,CG6788
FBgn0030880,LOC6903435,0,ortholog_one2many,CG6788
FBgn0030880,LOC6903450,0,ortholog_one2many,CG6788
FBgn0010387,LOC4813622,1,ortholog_one2one,Acbp2
FBgn0250816,LOC26534190,0,ortholog_one2one,AGO3
FBgn0051678,LOC6903087,1,ortholog_one2one,CG31678
FBgn0038405,LOC4802875,1,ortholog_one2one,CG8927
FBgn0036624,LOC6900026,1,ortholog_one2one,RAF2
FBgn0027619,LOC4804711,1,ortholog_one2one,eIF3j
FBgn0266452,LOC6900355,1,ortholog_one2one,Ctps
FBgn0051675,LOC4817216,1,ortholog_one2one,CG31675
FBgn0287768,LOC4816405,1,ortholog_one2one,esg
FBgn0037502,LOC4802953,1,ortholog_one2one,wa-cup
FBgn0259173,LOC6900430,1,ortholog_one2one,corn
FBgn0047135,LOC4813006,1,ortholog_one2one,CG32276
FBgn0024188,LOC4805025,0,ortholog_one2one,san
FBgn0036557,LOC4812597,1,ortholog_one2one,mRpS31
FBgn0051274,LOC4802084,1,ortholog_one2many,CG31274
FBgn0034436,LOC4804254,1,ortholog_one2one,CG11961
FBgn0035236,LOC4813064,1,ortholog_one2one,Tmep
FBgn0039491,LOC4801146,1,ortholog_one2one,CG6059
FBgn0266438,LOC6899062,1,ortholog_one2one,PIG-Z
FBgn0036108,LOC4813084,1,ortholog_one2many,Cpr67Fa1
FBgn0052569,LOC6902196,1,ortholog_one2one,TwdlZ
FBgn0004858,LOC4817963,1,ortholog_one2one,elB
FBgn0259245,LOC6901900,1,ortholog_one2one,DIP-beta
FBgn0031871,LOC4816213,1,ortholog_one2one,Fgop2
FBgn0038478,LOC4800756,1,ortholog_one2one,cal1
FBgn0267330,LOC4817772,0,ortholog_one2many,KdelR
FBgn0267330,LOC6903479,0,ortholog_one2many,KdelR
FBgn0036470,LOC4812961,1,ortholog_one2one,EAChm
FBgn0032513,LOC4817981,1,ortholog_one2one,CG6565
FBgn0037554,LOC4801585,1,ortholog_one2one,PolI
FBgn0085260,LOC6898690,1,ortholog_one2one,CG34231
FBgn0260986,LOC6902081,1,ortholog_one2one,mei-38
FBgn0259678,LOC6898797,1,ortholog_one2one,sqa
FBgn0054057,LOC6902660,0,ortholog_one2one,CG34057
FBgn0031252,LOC4816796,1,ortholog_one2one,CG13690
FBgn0036210,LOC4811996,0,ortholog_one2one,CG14130
FBgn0042206,LOC4800808,1,ortholog_one2one,GstD10
FBgn0033124,LOC4803455,1,ortholog_one2one,Tsp42Ec
FBgn0015838,LOC6898532,1,ortholog_one2one,Vang
FBgn0024432,LOC6897031,0,ortholog_one2one,Dlc90F
FBgn0037809,LOC4801031,1,ortholog_one2one,CG12818
FBgn0036696,LOC4811959,1,ortholog_one2one,Pop5
FBgn0086908,LOC6898620,1,ortholog_one2one,egg
FBgn0037850,LOC4803117,1,ortholog_one2many,CG14695
FBgn0037850,LOC117183332,0,ortholog_one2many,CG14695
FBgn0037850,LOC117183225,0,ortholog_one2many,CG14695
FBgn0051463,LOC6897346,1,ortholog_one2one,CG31463
FBgn0038665,LOC4801836,1,ortholog_one2one,euc
FBgn0262018,LOC4817666,0,ortholog_one2one,CadN2
FBgn0050280,LOC6899111,1,ortholog_one2one,CG30280
FBgn0036043,LOC4813147,1,ortholog_one2one,Ae2
FBgn0035484,LOC4812107,1,ortholog_one2one,CG11594
FBgn0051004,LOC4800343,1,ortholog_one2one,mesh
FBgn0036574,LOC6899995,1,ortholog_one2one,elg1
FBgn0035336,LOC4813826,1,ortholog_one2one,CG9004
FBgn0030204,LOC4814486,1,ortholog_one2one,Or9a
FBgn0038315,LOC4803106,1,ortholog_one2one,CG14866
FBgn0014092,LOC4817722,1,ortholog_one2one,CG4278
FBgn0288856,LOC4805431,0,ortholog_one2one,peo
FBgn0033728,LOC4804275,1,ortholog_one2one,Cpr49Ae
FBgn0030877,LOC4814636,1,ortholog_one2one,Arp8
FBgn0040010,LOC117184243,0,ortholog_one2one,CG17493
FBgn0039440,LOC6897146,0,ortholog_one2many,TwdlJ
FBgn0053105,LOC4802805,0,ortholog_one2many,p24-2
FBgn0033580,LOC4805647,1,ortholog_one2one,CG13231
FBgn0036497,LOC6902588,0,ortholog_one2one,Ran-like
FBgn0037652,LOC4803037,1,ortholog_one2one,CG11980
FBgn0033265,LOC4804342,1,ortholog_one2one,coil
FBgn0067622,LOC26533094,0,ortholog_one2one,LSm-4
FBgn0020392,LOC4814095,1,ortholog_one2one,Nmt
FBgn0000490,LOC4816479,1,ortholog_one2one,dpp
FBgn0038504,LOC6897106,1,ortholog_one2one,Sur-8
FBgn0037622,LOC6897888,1,ortholog_one2one,CG8202
FBgn0086134,LOC4800834,1,ortholog_one2one,Prosalpha2
FBgn0085443,LOC6901478,1,ortholog_one2one,spri
FBgn0023181,LOC4804692,1,ortholog_one2one,Orc4
FBgn0035577,LOC4812520,1,ortholog_one2one,CG13708
FBgn0263219,LOC6900942,1,ortholog_one2one,Dscam4
FBgn0034440,LOC4804257,0,ortholog_one2many,CG10073
FBgn0034440,LOC4804256,1,ortholog_one2many,CG10073
FBgn0034440,LOC6898437,0,ortholog_one2many,CG10073
FBgn0050077,LOC4803966,1,ortholog_one2one,Blos1
FBgn0036254,LOC4813118,1,ortholog_one2one,CG5645
FBgn0010222,LOC4803028,1,ortholog_one2one,Nmdmc
FBgn0033215,LOC4804130,1,ortholog_one2one,Dgat2
FBgn0036906,LOC4813381,0,ortholog_one2one,CG14102
FBgn0028471,LOC4802169,1,ortholog_one2one,Nab2
FBgn0037065,LOC4813802,1,ortholog_one2one,CG12974
FBgn0030664,LOC4816777,0,ortholog_one2many,CG8119
FBgn0030664,LOC6900227,0,ortholog_one2many,CG8119
FBgn0028996,LOC4811847,0,ortholog_one2one,onecut
FBgn0052704,LOC6901209,1,ortholog_one2one,Ir8a
FBgn0036094,LOC4813152,1,ortholog_one2one,CG14153
FBgn0031275,LOC4817548,1,ortholog_one2one,GABA-B-R3
FBgn0020269,LOC4803977,1,ortholog_one2one,mspo
FBgn0014388,LOC4811880,1,ortholog_one2one,sty
FBgn0000183,LOC6903243,0,ortholog_one2one,BicD
FBgn0037465,LOC4802253,1,ortholog_one2one,CG1105
FBgn0288966,LOC4801115,1,ortholog_one2one,Med
FBgn0033272,LOC4804335,0,ortholog_one2one,RagC-D
FBgn0037068,LOC6900875,1,ortholog_one2one,Cpr78Cb
FBgn0025777,LOC4818011,1,ortholog_one2one,homer
FBgn0033170,LOC4803499,1,ortholog_one2one,sPLA2
FBgn0038739,LOC6902194,0,ortholog_many2many,CG4686
FBgn0038739,LOC4802908,1,ortholog_many2many,CG4686
FBgn0038739,LOC6901468,0,ortholog_many2many,CG4686
FBgn0035499,LOC4812638,1,ortholog_one2one,Chd64
FBgn0033382,LOC6898537,1,ortholog_one2one,Hydr1
FBgn0037224,LOC4802764,1,ortholog_one2one,TwdlF
FBgn0031497,LOC4817354,1,ortholog_one2one,SerRS
FBgn0030005,LOC6901387,1,ortholog_one2one,CG2120
FBgn0032663,LOC4817655,1,ortholog_one2one,CG15153
FBgn0035328,LOC4813623,1,ortholog_one2one,yellow-g2
FBgn0032193,LOC4811667,0,ortholog_one2one,CG5727
FBgn0033129,LOC4803460,1,ortholog_one2one,Tsp42Eh
FBgn0036000,LOC4812554,1,ortholog_one2one,CG3434
FBgn0050295,LOC4804406,1,ortholog_one2one,Ipk1
FBgn0288976,LOC4801947,1,ortholog_one2one,Dnaaf5
FBgn0035141,LOC4814104,1,ortholog_one2one,Cypl
FBgn0036008,LOC4812509,1,ortholog_one2one,CG3408
FBgn0035009,LOC4805600,1,ortholog_one2one,CG16837
FBgn0034109,LOC4803809,1,ortholog_one2one,CG7747
FBgn0030683,LOC117183640,0,ortholog_one2many,Mvd
FBgn0030683,LOC4811727,0,ortholog_one2many,Mvd
FBgn0030683,LOC26533243,0,ortholog_one2many,Mvd
FBgn0038819,LOC4800887,1,ortholog_one2one,Cpr92F
FBgn0030234,LOC4815285,1,ortholog_one2one,CG15211
FBgn0045852,LOC6902953,1,ortholog_one2one,ham
FBgn0001229,LOC4814184,1,ortholog_one2one,Hsp67Bc
FBgn0045474,LOC4812354,1,ortholog_one2one,Gr77a
FBgn0031010,LOC4814704,1,ortholog_one2one,CG8028
FBgn0032404,LOC4817796,1,ortholog_one2one,RpL7-like
FBgn0040318,LOC4813162,1,ortholog_one2one,HGTX
FBgn0053244,LOC6899057,0,ortholog_one2many,Ste:CG33244
FBgn0038855,LOC4802250,1,ortholog_one2one,Tbc1d22
FBgn0032535,LOC6902708,1,ortholog_one2many,Ance-2
FBgn0032535,LOC26533284,1,ortholog_one2many,Ance-2
FBgn0001090,LOC6901039,1,ortholog_one2one,bnb
FBgn0263395,LOC4804605,1,ortholog_one2one,hppy
FBgn0036168,LOC6900757,0,ortholog_one2one,CG7512
FBgn0034307,LOC4804156,1,ortholog_one2one,CG10914
FBgn0015582,LOC4804748,1,ortholog_one2one,dare
FBgn0283651,LOC4816659,1,ortholog_one2one,CG46301
FBgn0033069,LOC6899050,1,ortholog_one2one,eIF3f2
FBgn0034360,LOC4804448,1,ortholog_one2one,CG10927
FBgn0032511,LOC6903449,1,ortholog_one2one,ND-B22
FBgn0038115,LOC6897176,1,ortholog_one2one,CG7966
FBgn0038769,LOC4803067,0,ortholog_one2one,Regnase-1
FBgn0263741,LOC6898480,1,ortholog_one2one,CG43666
FBgn0034854,LOC4804491,1,ortholog_one2one,Golgin245
FBgn0036638,LOC4812569,1,ortholog_one2one,CG13033
FBgn0023096,LOC6903226,1,ortholog_one2one,btv
FBgn0037163,LOC4812629,1,ortholog_one2one,laza
FBgn0086129,LOC4804321,1,ortholog_one2one,snama
FBgn0015376,LOC4817074,1,ortholog_one2one,cutlet
FBgn0015773,LOC6901429,1,ortholog_one2one,NetA
FBgn0013983,LOC4804812,1,ortholog_one2one,imd
FBgn0010309,LOC4816686,1,ortholog_one2one,pigeon
FBgn0033072,LOC4805574,1,ortholog_one2one,CG17994
FBgn0025742,LOC4817894,1,ortholog_one2one,mtm
FBgn0023023,LOC4802675,1,ortholog_one2one,CRMP
FBgn0038248,LOC6901667,0,ortholog_one2many,CG7886
FBgn0038248,LOC4801365,1,ortholog_one2many,CG7886
FBgn0034145,LOC4805690,1,ortholog_one2one,CG5065
FBgn0011283,LOC4818071,0,ortholog_one2one,Obp28a
FBgn0261840,LOC26533923,1,ortholog_one2one,pre-mod(mdg4)-X
FBgn0050073,LOC6898273,1,ortholog_one2one,Obp50b
FBgn0039741,LOC4800248,1,ortholog_one2one,CG7943
FBgn0031728,LOC6902587,1,ortholog_one2one,Hsp60C
FBgn0085397,LOC6898842,1,ortholog_one2one,Fili
FBgn0037565,LOC4801802,1,ortholog_one2one,CG9626
FBgn0034283,LOC4804099,1,ortholog_one2one,CG14492
FBgn0265083,LOC26532207,0,ortholog_one2one,CG44194
FBgn0004956,LOC4814412,1,ortholog_one2one,upd1
FBgn0041630,LOC4812023,1,ortholog_one2one,Hexo1
FBgn0265623,LOC6898339,1,ortholog_one2one,Su(z)2
FBgn0000564,LOC4801197,1,ortholog_one2one,Eh
FBgn0086708,LOC6900111,1,ortholog_one2one,stv
FBgn0015799,LOC4814328,1,ortholog_one2one,Rbf
FBgn0037574,LOC4801812,1,ortholog_one2one,Coq2
FBgn0001099,LOC4813035,1,ortholog_one2one,gdl
FBgn0033778,LOC4805194,1,ortholog_one2one,Balat
FBgn0086655,LOC6899052,1,ortholog_one2one,jing
FBgn0036203,LOC6900130,1,ortholog_one2one,Muc68D
FBgn0000152,LOC4814688,1,ortholog_one2one,Axs
FBgn0004584,LOC4816636,1,ortholog_one2one,Rrp1
FBgn0003261,LOC4801920,1,ortholog_one2one,Rm62
FBgn0050051,LOC4805090,1,ortholog_one2one,Tmem18
FBgn0052190,LOC6900788,1,ortholog_one2one,NUCB1
FBgn0261954,LOC4815522,1,ortholog_one2one,east
FBgn0085200,LOC26533104,1,ortholog_one2one,CG34171
FBgn0037669,LOC4800356,1,ortholog_one2one,Ibf2
FBgn0030699,LOC6899606,0,ortholog_one2one,CG8578
FBgn0085350,LOC4815402,1,ortholog_one2one,inaF-C
FBgn0036818,LOC4813565,1,ortholog_one2one,CG14074
FBgn0264442,LOC4817134,1,ortholog_one2one,ab
FBgn0023527,LOC4815866,1,ortholog_one2one,CG3071
FBgn0030731,LOC4815128,1,ortholog_one2one,Mfe2
FBgn0046253,LOC4803710,1,ortholog_one2one,CG3502
FBgn0051693,LOC6902668,0,ortholog_one2many,CG31693
FBgn0044011,LOC4803480,1,ortholog_one2one,Spn43Ad
FBgn0262595,LOC6898458,0,ortholog_many2many,CheA56a
FBgn0262595,LOC117183538,0,ortholog_many2many,CheA56a
FBgn0039200,LOC4802148,1,ortholog_one2one,CG13616
FBgn0051229,LOC4801429,1,ortholog_one2one,CG31229
FBgn0039473,LOC26533605,1,ortholog_many2many,CG17191
FBgn0039473,LOC6897057,1,ortholog_many2many,CG17191
FBgn0039473,LOC6897058,1,ortholog_many2many,CG17191
FBgn0052446,LOC4813676,1,ortholog_one2one,Atox1
FBgn0034059,LOC4805660,1,ortholog_one2one,CG8320
FBgn0033971,LOC4803949,1,ortholog_one2one,CG10209
FBgn0039804,LOC4800315,1,ortholog_one2one,CG15544
FBgn0003345,LOC4811763,0,ortholog_one2one,sd
FBgn0010389,LOC6897957,1,ortholog_one2one,htl
FBgn0259926,LOC4814515,1,ortholog_one2one,CG42449
FBgn0022338,LOC4801838,1,ortholog_one2one,dnk
FBgn0000303,LOC4801339,0,ortholog_one2one,ChAT
FBgn0034084,LOC4803871,1,ortholog_one2one,CG8435
FBgn0035782,LOC6897354,0,ortholog_one2one,CG14835
FBgn0263852,LOC4817967,1,ortholog_one2one,Dad1
FBgn0038868,LOC4802807,0,ortholog_one2one,Ddrgk1
FBgn0030645,LOC4816021,1,ortholog_one2one,Alg14
FBgn0035730,LOC4813043,1,ortholog_one2one,CG17744
FBgn0011259,LOC4816208,1,ortholog_one2one,Sema1a
FBgn0036327,LOC4813696,1,ortholog_one2one,CG10748
FBgn0266449,LOC4817910,1,ortholog_one2one,Kr-h2
FBgn0262567,LOC6898915,1,ortholog_one2one,CG43107
FBgn0000565,LOC4812849,1,ortholog_one2one,MsrA
FBgn0032266,LOC4816436,1,ortholog_one2one,CG18302
FBgn0032130,LOC4817413,1,ortholog_one2one,brwl
FBgn0024236,LOC6900707,1,ortholog_one2one,foi
FBgn0037548,LOC4800953,1,ortholog_one2one,CG7900
FBgn0029818,LOC4815601,1,ortholog_one2one,GAA1
FBgn0039049,LOC4800581,1,ortholog_one2one,CG6726
FBgn0002534,LOC6898147,1,ortholog_many2many,Lcp3
FBgn0002534,LOC4803601,1,ortholog_many2many,Lcp3
FBgn0031829,LOC6903411,1,ortholog_one2one,IFT52
FBgn0030298,LOC6901494,1,ortholog_one2one,Or10a
FBgn0051390,LOC4803224,1,ortholog_one2many,MED7
FBgn0051390,LOC117183968,1,ortholog_one2many,MED7
FBgn0000463,LOC4803249,1,ortholog_one2one,Delta
FBgn0025615,LOC4815138,1,ortholog_one2one,Torsin
FBgn0038741,LOC4802907,1,ortholog_one2one,CG17186
FBgn0029907,LOC6902185,1,ortholog_one2one,Atx-1
FBgn0037979,LOC4802589,1,ortholog_one2one,GCC185
FBgn0037165,LOC4812249,1,ortholog_one2one,CG11437
FBgn0033122,LOC4803450,1,ortholog_one2one,CG17002
FBgn0027378,LOC4803102,1,ortholog_one2one,MRG15
FBgn0262716,LOC4814080,1,ortholog_one2one,Arp3
FBgn0026199,LOC4811807,1,ortholog_one2one,myo
FBgn0261932,LOC26533184,1,ortholog_one2one,CG42798
FBgn0025641,LOC4816009,1,ortholog_one2one,DAAM
FBgn0259216,LOC4811658,1,ortholog_one2one,RhoGAP102A
FBgn0038536,LOC4802384,1,ortholog_one2one,CG7655
FBgn0037862,LOC4803127,1,ortholog_one2one,mAcon2
FBgn0265264,LOC6902571,0,ortholog_many2many,CG17097
FBgn0265264,LOC26534034,0,ortholog_many2many,CG17097
FBgn0265264,LOC6902874,0,ortholog_many2many,CG17097
FBgn0032431,LOC4817256,1,ortholog_one2one,CG5435
FBgn0260860,LOC4800407,1,ortholog_one2one,Bet5
FBgn0026320,LOC4813363,1,ortholog_one2one,Tom
FBgn0035491,LOC4813637,1,ortholog_one2one,Dpy-30L2
FBgn0038437,LOC6897608,1,ortholog_one2one,Sdhaf3
FBgn0010263,LOC6902645,1,ortholog_one2one,Rbp9
FBgn0035131,LOC4812072,1,ortholog_one2one,mthl9
FBgn0038735,LOC4803286,1,ortholog_one2one,MICU3
FBgn0034247,LOC4804683,1,ortholog_one2one,CG6484
FBgn0026754,LOC4817450,0,ortholog_one2many,Ugt37C1
FBgn0037350,LOC4802040,1,ortholog_one2one,Dph4
FBgn0038235,LOC4801078,0,ortholog_one2one,CG8461
FBgn0003450,LOC4801402,1,ortholog_one2one,snk
FBgn0020248,LOC4814148,1,ortholog_one2one,stet
FBgn0086912,LOC4818113,1,ortholog_one2one,mbm
FBgn0259481,LOC4813912,1,ortholog_one2one,Mob2
FBgn0032613,LOC4817118,1,ortholog_one2one,Nepl9
FBgn0037715,LOC6897748,1,ortholog_one2one,CG9399
FBgn0033876,LOC4805152,1,ortholog_one2one,Syngr
FBgn0034624,LOC117183565,1,ortholog_one2one,CG17974
FBgn0043550,LOC6898569,0,ortholog_one2one,Tsp68C
FBgn0036083,LOC4812891,1,ortholog_one2one,Ir67b
FBgn0031725,LOC6902591,1,ortholog_one2one,DIP-eta
FBgn0000625,LOC4813498,1,ortholog_one2one,eyg
FBgn0032748,LOC13036385,1,ortholog_one2one,CG10492
FBgn0022942,LOC4814640,1,ortholog_one2one,Cbp80
FBgn0003979,LOC4817906,1,ortholog_one2one,Vm26Aa
FBgn0015033,LOC4813591,1,ortholog_one2one,Cyp4d8
FBgn0031279,LOC4817546,1,ortholog_one2one,CG3544
FBgn0004552,LOC4812642,1,ortholog_one2one,Akh
FBgn0031327,LOC4817622,1,ortholog_one2one,CG5397
FBgn0034299,LOC4804117,1,ortholog_one2one,CG5757
FBgn0024366,LOC4815576,1,ortholog_one2one,CG11409
FBgn0034394,LOC4803621,1,ortholog_one2one,CG15096
FBgn0037114,LOC4812773,1,ortholog_one2one,Cpr78E
FBgn0039376,LOC6897692,1,ortholog_one2one,CG14354
FBgn0010473,LOC4817750,1,ortholog_one2one,tutl
FBgn0069242,LOC4802805,1,ortholog_one2many,eca
FBgn0025111,LOC4814804,1,ortholog_one2one,Ant2
FBgn0033437,LOC4805121,1,ortholog_one2one,CG12926
FBgn0031888,LOC4817718,1,ortholog_one2one,Pvf2
FBgn0030855,LOC4815957,1,ortholog_one2one,CG5800
FBgn0030040,LOC4815341,1,ortholog_one2one,CG15347
FBgn0266521,LOC4817865,1,ortholog_one2one,stai
FBgn0035591,LOC4814073,1,ortholog_one2one,CG4611
FBgn0038912,LOC4800977,1,ortholog_one2one,CG6656
